"flag","geo.lat","geo.lon","met.rh","met.temp","neph.bin0","neph.bin1","neph.bin2","neph.bin3","neph.bin4","neph.bin5","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","opc.rh","opc.temp","sn","timestamp","timestamp_local","url"
0, 42.312,-71.071,50.61,31.97,  663.000,  195.875,   25.250,    2.750,    0.000,    0.000,    1.875,    3.500,    3.500,  5.0101,  0.2932,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.1026,  0.0000,  0.0000,  0.0000,  0.0000,  0.0234,  0.0420,  0.0275,  0.0045,  0.0000,  0.0047,  0.0000,  0.7900,  2.2400,  1.3900,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:59:07","2022-08-06T19:59:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161108186"
0, 42.312,-71.071,50.61,31.97,  663.000,  195.875,   25.250,    2.750,    0.000,    0.000,    1.875,    3.500,    3.500,  5.0101,  0.2932,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.1026,  0.0000,  0.0000,  0.0000,  0.0000,  0.0234,  0.0420,  0.0275,  0.0045,  0.0000,  0.0047,  0.0000,  0.7900,  2.2400,  1.3900,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:59:07","2022-08-06T19:59:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161108182"
0, 42.312,-71.071,50.48,32.01,  517.125,  156.125,   25.625,    1.500,    0.500,    0.500,    1.125,    2.375,    2.125,  4.8723,  0.3389,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0839,  0.0000,  0.0000,  0.0000,  0.0000,  0.0188,  0.0317,  0.0328,  0.0142,  0.0000,  0.0000,  0.0000,  0.7700,  1.8200,  1.4400,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:58:07","2022-08-06T19:58:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161106237"
0, 42.312,-71.071,50.46,32.04,  815.625,  238.500,   46.625,    2.500,    1.250,    0.250,    2.625,    5.375,    4.250,  4.7666,  0.3187,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0925,  0.0000,  0.0000,  0.0000,  0.0000,  0.0236,  0.0140,  0.0141,  0.0279,  0.0000,  0.0046,  0.0000,  0.7400,  2.5600,  1.4100,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:57:07","2022-08-06T19:57:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161106236"
0, 42.312,-71.071,50.33,32.07,  557.625,  169.500,   35.000,    4.250,    3.000,    3.000,    1.125,    4.750,    2.375,  4.8937,  0.2975,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.1100,  0.0000,  0.0000,  0.0000,  0.0000,  0.0286,  0.0481,  0.0286,  0.0144,  0.0097,  0.0000,  0.0000,  0.8000,  2.5500,  1.6600,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:56:07","2022-08-06T19:56:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161106234"
0, 42.312,-71.071,50.14,32.10,  713.250,  205.875,   32.000,    0.000,    0.000,    0.000,    2.000,    3.500,    3.500,  4.7246,  0.3240,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0934,  0.0000,  0.0000,  0.0000,  0.0000,  0.0243,  0.0442,  0.0149,  0.0148,  0.0000,  0.0048,  0.0000,  0.7600,  2.3800,  1.3900,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:55:07","2022-08-06T19:55:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161106233"
0, 42.312,-71.071,50.07,32.11,  620.625,  172.125,   28.000,    0.750,    0.750,    0.000,    1.500,    3.000,    2.625,  4.7231,  0.3730,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.1048,  0.0000,  0.0000,  0.0000,  0.0000,  0.0483,  0.0480,  0.0386,  0.0048,  0.0048,  0.0000,  0.0047,  0.8200,  3.3700,  1.6300,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:54:07","2022-08-06T19:54:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161106232"
0, 42.312,-71.071,49.90,32.15,  633.000,  190.875,   32.125,    2.750,    0.500,    0.500,    1.375,    3.750,    2.875,  5.2440,  0.3353,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.1123,  0.0000,  0.0000,  0.0000,  0.0000,  0.0290,  0.0629,  0.0294,  0.0194,  0.0098,  0.0049,  0.0049,  0.8600,  4.9000,  1.9400,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:53:07","2022-08-06T19:53:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161106230"
0, 42.312,-71.071,49.90,32.15,  633.000,  190.875,   32.125,    2.750,    0.500,    0.500,    1.375,    3.750,    2.875,  5.2440,  0.3353,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.1123,  0.0000,  0.0000,  0.0000,  0.0000,  0.0290,  0.0629,  0.0294,  0.0194,  0.0098,  0.0049,  0.0049,  0.8600,  4.9000,  1.9400,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:53:07","2022-08-06T19:53:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161106231"
0, 42.312,-71.071,49.84,32.18,  480.750,  136.750,   23.625,    1.250,    0.000,    0.000,    1.250,    2.375,    2.375,  5.1024,  0.3382,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.1019,  0.0000,  0.0000,  0.0000,  0.0000,  0.0104,  0.0309,  0.0204,  0.0153,  0.0052,  0.0154,  0.0000,  0.7900,  4.2800,  1.5800,  0.0000,  0.0000,"MOD-PM-00221","2022-08-06T23:52:07","2022-08-06T19:52:07","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00221/data/raw/161104369"
