"flag","gases.co.ae","gases.co.diff","gases.co.we","gases.no.ae","gases.no.diff","gases.no.we","gases.no2.ae","gases.no2.diff","gases.no2.we","gases.o3.ae","gases.o3.diff","gases.o3.we","geo.lat","geo.lon","met.rh","met.temp","met.wd","met.ws","neph.cscat","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","sn","timestamp","timestamp_local","url"
24,655.6,49.4,705,666,3,669,1635.6,9.30000000000018,1644.9,1646.2,7.59999999999991,1652.5,42.3315847,-71.083564,84.8,19.7,41.5,1.95,345.375,1.5,4.6,4.1,3.9087,0.5035,0,0,0,0,0,0,0,0,NA,NA,0.2119,NA,NA,NA,NA,0.0904,0.1187,0.1555,0.0596,0.0188,0.0031,0,1.01,7.25,4.15,"MOD-00024","2022-09-05T23:59:13","2022-09-05T19:59:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13815170"
24,655.9,55.4,711.3,665.9,3.20000000000005,669.1,1635.7,9.59999999999991,1645.3,1646.3,7.5,1652.8,42.3315847,-71.083564,85.8,19.7,44.9,2.66,352.25,1,4.4,4.1,4.2583,0.6912,0,0,0,0,0,0,0,0,NA,NA,0.2411,NA,NA,NA,NA,0.089,0.1111,0.1237,0.0792,0.0128,0.0094,0.0063,1.1,9.7,4.21,"MOD-00024","2022-09-05T23:58:13","2022-09-05T19:58:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13815169"
24,655.9,73.8000000000001,729.7,665.7,3.39999999999998,669.1,1635.3,11.3,1646.6,1646.3,7.30000000000018,1653.9,42.3315847,-71.083564,87.1,19.7,39.5,0.94,345.875,0.6,5.8,5.1,5.2857,0.7657,0,0.0031,0,0,0,0,0,0,NA,NA,0.319,NA,NA,NA,NA,0.0777,0.1286,0.2038,0.069,0.0095,0.0282,0.0031,1.34,14.26,5.22,"MOD-00024","2022-09-05T23:57:13","2022-09-05T19:57:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13815168"
24,655.7,69.1999999999999,724.9,665.4,5.70000000000005,671.1,1635.8,11.2,1647,1646.4,7.40000000000009,1654.4,42.3315847,-71.083564,87.1,19.7,46.1,1.16,372.25,0.8,6.2,5.1,5.3699,0.7771,0.0032,0.0031,0,0,0,0,0,0,NA,NA,0.3469,NA,NA,NA,NA,0.09,0.1736,0.2261,0.1116,0.0247,0.0154,0.003,1.44,16.65,6.38,"MOD-00024","2022-09-05T23:56:13","2022-09-05T19:56:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13814866"
24,655,61.6,716.6,665.5,2.29999999999995,667.8,1635.8,10.6000000000001,1646.4,1646.3,7.19999999999982,1653.6,42.3315847,-71.083564,86.4,19.7,38.6,1.31,342.75,0.6,4.5,3.9,4.6763,0.6753,0.0031,0,0,0,0,0,0,0,NA,NA,0.3281,NA,NA,NA,NA,0.0593,0.228,0.1565,0.0622,0.0251,0.0187,0.0031,1.29,12.94,5.18,"MOD-00024","2022-09-05T23:55:13","2022-09-05T19:55:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13814865"
24,654.4,54.1,708.5,666,2.5,668.5,1635.7,10.8999999999999,1646.6,1646.4,7,1653.6,42.3315847,-71.083564,86.5,19.7,30.9,1.69,331.625,0.5,5,4.2,4.3308,0.6964,0,0,0,0,0,0,0,0,NA,NA,0.2934,NA,NA,NA,NA,0.1299,0.1801,0.1866,0.0727,0.0253,0.0252,0.0125,1.28,15.68,5.58,"MOD-00024","2022-09-05T23:54:13","2022-09-05T19:54:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13814864"
24,655.9,55.3000000000001,711.2,665.6,2,667.6,1635.8,10.8,1646.6,1646.1,7.30000000000018,1653.9,42.3315847,-71.083564,86.7,19.7,30.2,1.46,305.875,0.6,4.2,3.9,4.8159,0.7684,0,0,0,0,0,0,0,0,NA,NA,0.2984,NA,NA,NA,NA,0.0909,0.1416,0.154,0.0881,0.0253,0.0127,0.0186,1.27,15.32,5.18,"MOD-00024","2022-09-05T23:53:13","2022-09-05T19:53:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13814863"
24,654.7,57.5999999999999,712.3,665.2,2.5,667.7,1635.4,10.5999999999999,1646,1646.3,7.40000000000009,1653.4,42.3315847,-71.083564,86.3,19.7,44.9,1.24,356.375,0.8,5.6,4,4.3608,0.7309,0.0063,0,0,0,0,0,0,0,NA,NA,0.3323,NA,NA,NA,NA,0.1026,0.1692,0.15,0.1022,0.0161,0.0286,0.0064,1.27,16.95,5.45,"MOD-00024","2022-09-05T23:52:13","2022-09-05T19:52:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13814617"
24,654.7,55.9,710.6,666.1,2.39999999999998,668.5,1635.8,10.9000000000001,1646.7,1646.3,7.09999999999991,1653.8,42.3315847,-71.083564,86.6,19.7,36.7,1.5,339.125,2,5.4,4.5,4.9204,0.6982,0.003,0,0,0,0,0,0,0,NA,NA,0.3453,NA,NA,NA,NA,0.0863,0.1657,0.1826,0.0805,0.0213,0.0216,0.003,1.33,13.75,5.45,"MOD-00024","2022-09-05T23:51:13","2022-09-05T19:51:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13814616"
24,655.2,54.1999999999999,709.4,665.4,2.10000000000002,667.5,1635.7,10.8999999999999,1646.6,1646.5,7.40000000000009,1654,42.3315847,-71.083564,86.5,19.7,29.5,1.61,368.25,2.1,6.1,5.1,4.7098,0.7257,0,0,0,0,0,0,0,0,NA,NA,0.2614,NA,NA,NA,NA,0.1247,0.1737,0.1761,0.1115,0.0156,0.0218,0.0061,1.3,13.81,5.78,"MOD-00024","2022-09-05T23:50:13","2022-09-05T19:50:13","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/13814615"
