"flag","geo.lat","geo.lon","met.rh","met.temp","neph.bin0","neph.bin1","neph.bin2","neph.bin3","neph.bin4","neph.bin5","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","opc.rh","opc.temp","sn","timestamp","timestamp_local","url"
0, 42.3310,-71.0859,85.71,23.23, 769.875, 206.500,  43.250,   3.750,   1.250,   1.250,   3.375,   6.750,   5.750,17.2773, 2.5050, 0.0034, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4390, 0.0000, 0.0000, 0.0000, 0.0000, 0.0787, 0.0662, 0.0428, 0.0199, 0.0033, 0.0032, 0.0067, 3.0900, 8.8700, 4.4600, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:59:54","2022-08-26T19:59:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171324757"
0, 42.3310,-71.0859,85.71,23.23, 769.875, 206.500,  43.250,   3.750,   1.250,   1.250,   3.375,   6.750,   5.750,17.2773, 2.5050, 0.0034, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4390, 0.0000, 0.0000, 0.0000, 0.0000, 0.0787, 0.0662, 0.0428, 0.0199, 0.0033, 0.0032, 0.0067, 3.0900, 8.8700, 4.4600, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:59:54","2022-08-26T19:59:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171324758"
0, 42.3310,-71.0859,85.93,23.24, 873.375, 222.625,  50.500,   6.500,   1.500,   1.500,   3.250,   7.750,   6.375,17.8184, 2.8417, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4974, 0.0000, 0.0000, 0.0000, 0.0000, 0.0818, 0.0621, 0.0494, 0.0361, 0.0033, 0.0099, 0.0000, 3.2900, 7.3200, 4.9700, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:58:54","2022-08-26T19:58:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171322618"
0, 42.3310,-71.0859,85.83,23.23, 778.875, 216.750,  41.000,   2.000,   0.000,   0.000,   3.375,   5.750,   5.750,17.1905, 2.5602, 0.0032, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4255, 0.0000, 0.0000, 0.0000, 0.0000, 0.0751, 0.0658, 0.0457, 0.0367, 0.0099, 0.0131, 0.0000, 3.0900, 9.3600, 4.8500, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:57:54","2022-08-26T19:57:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171322616"
0, 42.3310,-71.0859,85.87,23.23, 783.375, 202.750,  49.250,   1.250,   0.000,   0.000,   3.250,   5.625,   5.250,17.2393, 2.5684, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.5031, 0.0000, 0.0000, 0.0000, 0.0000, 0.0747, 0.0781, 0.0520, 0.0329, 0.0096, 0.0064, 0.0032, 3.1600, 7.9800, 4.9400, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:56:54","2022-08-26T19:56:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171322614"
0, 42.3310,-71.0859,85.64,23.23, 720.000, 196.875,  33.750,   2.250,   1.250,   0.000,   2.750,   5.500,   4.750,17.3392, 2.5706, 0.0033, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.5282, 0.0000, 0.0000, 0.0000, 0.0000, 0.0601, 0.0533, 0.0402, 0.0401, 0.0199, 0.0000, 0.0000, 3.1500, 8.2000, 4.8700, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:55:54","2022-08-26T19:55:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171322612"
0, 42.3310,-71.0859,85.95,23.23, 817.875, 231.000,  56.000,   5.000,   0.250,   0.000,   3.375,   6.500,   6.375,17.2901, 2.6594, 0.0033, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4086, 0.0000, 0.0000, 0.0000, 0.0000, 0.0671, 0.0870, 0.0467, 0.0367, 0.0133, 0.0066, 0.0000, 3.1300, 8.8000, 4.9500, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:54:54","2022-08-26T19:54:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171322610"
0, 42.3310,-71.0859,85.96,23.23, 775.125, 215.875,  26.500,   1.750,   1.250,   1.250,   3.375,   5.250,   4.375,17.3539, 2.7084, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4646, 0.0000, 0.0000, 0.0000, 0.0000, 0.0933, 0.0731, 0.0428, 0.0297, 0.0098, 0.0066, 0.0000, 3.2000, 6.9700, 4.8400, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:53:54","2022-08-26T19:53:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171322608"
0, 42.3310,-71.0859,85.96,23.23, 775.125, 215.875,  26.500,   1.750,   1.250,   1.250,   3.375,   5.250,   4.375,17.3539, 2.7084, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4646, 0.0000, 0.0000, 0.0000, 0.0000, 0.0933, 0.0731, 0.0428, 0.0297, 0.0098, 0.0066, 0.0000, 3.2000, 6.9700, 4.8400, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:53:54","2022-08-26T19:53:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171322604"
0, 42.3310,-71.0859,85.60,23.24, 928.500, 253.375,  44.750,   6.500,   1.500,   1.500,   4.250,   8.500,   7.375,16.7610, 2.5662, 0.0000, 0.0069, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4216, 0.0000, 0.0000, 0.0000, 0.0000, 0.0726, 0.0852, 0.0418, 0.0299, 0.0066, 0.0130, 0.0031, 3.0500,12.5300, 4.7200, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:52:54","2022-08-26T19:52:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171320389"
0, 42.3310,-71.0859,85.74,23.24, 612.375, 171.125,  33.250,   1.750,   0.500,   0.000,   2.250,   4.625,   4.375,17.0401, 2.5378, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4374, 0.0000, 0.0000, 0.0000, 0.0000, 0.0688, 0.0587, 0.0293, 0.0486, 0.0065, 0.0034, 0.0000, 3.0600, 6.4100, 4.6400, 0.0000, 0.0000,"MOD-PM-00222","2022-08-26T23:51:54","2022-08-26T19:51:54","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00222/data/raw/171320388"
