"flag","geo.lat","geo.lon","met.rh","met.temp","neph.bin0","neph.bin1","neph.bin2","neph.bin3","neph.bin4","neph.bin5","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","opc.rh","opc.temp","sn","timestamp","timestamp_local","url"
0, 42.3328,-71.0976,67.91,20.33, 687.000, 193.667,  22.333,   0.667,   0.000,   0.000,   2.333,   3.500,   3.500, 6.1552, 0.5532, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2493, 0.0000, 0.0000, 0.0000, 0.0000, 0.1145, 0.1253, 0.0976, 0.0925, 0.0547, 0.0160, 0.0000, 1.3100,12.1700, 5.0700,47.1000,25.8000,"MOD-PM-00141","2022-09-26T23:59:36","2022-09-26T19:59:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187031564"
0, 42.3328,-71.0976,67.88,20.34, 508.000, 143.000,  31.333,   3.000,   1.667,   0.000,   1.000,   3.333,   2.167, 6.4341, 0.5158, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2450, 0.0000, 0.0000, 0.0000, 0.0000, 0.1127, 0.1087, 0.0711, 0.0599, 0.0107, 0.0159, 0.0052, 1.2900, 9.1900, 3.7400,47.0000,25.9000,"MOD-PM-00141","2022-09-26T23:58:36","2022-09-26T19:58:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187031219"
0, 42.3328,-71.0976,67.83,20.35, 643.000, 186.667,  32.667,   1.667,   0.000,   0.000,   1.333,   3.167,   3.167, 6.0581, 0.5580, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.1722, 0.0000, 0.0000, 0.0000, 0.0000, 0.0831, 0.1300, 0.0726, 0.0262, 0.0314, 0.0051, 0.0000, 1.1900, 6.5600, 3.3900,47.1000,25.9000,"MOD-PM-00141","2022-09-26T23:57:36","2022-09-26T19:57:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187030813"
0, 42.3328,-71.0976,68.00,20.35, 676.000, 197.333,  21.333,   2.667,   1.333,   0.000,   1.333,   3.667,   3.000, 6.5909, 0.4836, 0.0054, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2772, 0.0000, 0.0000, 0.0000, 0.0000, 0.0647, 0.1463, 0.1137, 0.0325, 0.0266, 0.0210, 0.0220, 1.3200,17.7000, 4.2500,47.0000,25.9000,"MOD-PM-00141","2022-09-26T23:56:36","2022-09-26T19:56:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187030441"
0, 42.3328,-71.0976,67.81,20.36, 639.000, 180.000,  25.667,   5.333,   1.667,   0.000,   1.500,   3.833,   3.000, 5.9700, 0.6388, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2052, 0.0000, 0.0000, 0.0000, 0.0000, 0.0891, 0.1053, 0.0787, 0.0579, 0.0212, 0.0053, 0.0053, 1.2200, 8.2700, 3.7000,47.0000,25.9000,"MOD-PM-00141","2022-09-26T23:55:36","2022-09-26T19:55:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187030094"
0, 42.3328,-71.0976,67.92,20.38, 700.000, 202.667,  27.000,   3.667,   0.000,   0.000,   2.167,   4.000,   3.833, 6.4283, 0.6095, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2253, 0.0000, 0.0000, 0.0000, 0.0000, 0.0643, 0.0859, 0.1134, 0.0595, 0.0107, 0.0054, 0.0000, 1.2600, 6.5700, 3.7700,47.0000,25.9000,"MOD-PM-00141","2022-09-26T23:54:36","2022-09-26T19:54:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187029713"
0, 42.3328,-71.0976,67.82,20.39, 722.000, 201.000,  25.667,   2.667,   2.667,   2.667,   2.000,   5.333,   3.333, 6.3631, 0.6813, 0.0000, 0.0000, 0.0054, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.3078, 0.0000, 0.0000, 0.0000, 0.0000, 0.0923, 0.1242, 0.1027, 0.0378, 0.0163, 0.0271, 0.0054, 1.3700,15.0100, 4.0600,46.9000,25.9000,"MOD-PM-00141","2022-09-26T23:53:36","2022-09-26T19:53:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187029363"
0, 42.3328,-71.0976,67.39,20.39, 621.000, 184.000,  26.333,   5.333,   0.333,   0.333,   1.667,   3.667,   2.667, 6.1390, 0.5483, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2368, 0.0000, 0.0000, 0.0000, 0.0000, 0.0699, 0.0648, 0.1174, 0.0596, 0.0162, 0.0162, 0.0000, 1.2000, 8.4100, 3.8600,46.8000,25.9000,"MOD-PM-00141","2022-09-26T23:52:36","2022-09-26T19:52:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187029049"
0, 42.3328,-71.0976,67.56,20.41, 749.000, 209.667,  39.333,   2.667,   1.333,   0.000,   2.167,   5.167,   4.500, 6.3233, 0.5959, 0.0000, 0.0055, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.3286, 0.0000, 0.0000, 0.0000, 0.0000, 0.1338, 0.1231, 0.0914, 0.0594, 0.0327, 0.0055, 0.0053, 1.3900,12.9800, 4.3400,46.8000,25.9000,"MOD-PM-00141","2022-09-26T23:51:36","2022-09-26T19:51:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187028662"
0, 42.3328,-71.0976,67.33,20.42, 682.000, 204.000,  30.667,   2.000,   0.000,   0.000,   2.333,   4.000,   4.000, 5.9620, 0.5189, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2567, 0.0000, 0.0000, 0.0000, 0.0000, 0.0840, 0.0891, 0.0629, 0.0523, 0.0259, 0.0159, 0.0105, 1.1900,11.0800, 3.5900,46.6000,25.9000,"MOD-PM-00141","2022-09-26T23:50:36","2022-09-26T19:50:36","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00141/data/raw/187028270"
