"flag","gases.co.ae","gases.co.diff","gases.co.we","gases.no.ae","gases.no.diff","gases.no.we","gases.no2.ae","gases.no2.diff","gases.no2.we","gases.o3.ae","gases.o3.diff","gases.o3.we","geo.lat","geo.lon","met.rh","met.temp","met.wd","met.ws","neph.cscat","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","sn","timestamp","timestamp_local","url"
2048,620.5,161.2,781.7,673.6,18.4,692,1646.2,-0.799999999999955,1645.4,1646.2,1.39999999999986,1646.8,NA,NA,47,27.1,0,0,200.25,0,0.5,0.5,3.6066,0.1478,0,0,0,0,0,0,0,0,NA,NA,0.0098,NA,NA,NA,NA,0.0033,0.0065,0,0,0,0.0033,0,0.46,0.99,0.54,"MOD-00027","2022-07-24T23:59:46","2022-07-24T19:59:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10151587"
2048,623.7,157.8,781.5,673.7,17.8,691.5,1646.3,-0.899999999999864,1645.4,1646.3,1.39999999999986,1646.8,NA,NA,46.9,27.1,0,0,192.5,0,1.8,1.8,3.5556,0.0902,0,0,0,0,0,0,0,0,NA,NA,0.0257,NA,NA,NA,NA,0.0065,0.0064,0,0,0,0,0,0.45,0.51,0.51,"MOD-00027","2022-07-24T23:58:46","2022-07-24T19:58:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10151258"
2048,620.3,161.1,781.4,673.4,18.2,691.6,1646.2,-0.900000000000091,1645.3,1646.3,1.40000000000009,1646.7,NA,NA,46.9,27.1,0,0,183.625,0,1.1,0.6,3.7772,0.151,0,0,0,0,0,0,0,0,NA,NA,0.0159,NA,NA,NA,NA,0.0032,0.0031,0,0.0031,0,0,0,0.48,0.61,0.56,"MOD-00027","2022-07-24T23:57:46","2022-07-24T19:57:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10151257"
2048,619.7,161.8,781.5,673.5,18.3,691.8,1646.3,-0.899999999999864,1645.4,1646.4,1.39999999999986,1646.8,NA,NA,46.9,27.1,0,0,182.625,0,0.1,0,3.6706,0.0932,0,0,0,0,0,0,0,0,NA,NA,0.0353,NA,NA,NA,NA,0.0064,0.0032,0,0,0,0,0,0.47,0.52,0.51,"MOD-00027","2022-07-24T23:56:46","2022-07-24T19:56:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10151256"
2048,621.8,159.5,781.3,673.7,18,691.7,1646.1,-0.799999999999955,1645.3,1646.5,1.5,1646.8,NA,NA,46.9,27.1,0,0,190.125,0,0.1,0.1,3.7742,0.1419,0,0,0,0,0,0,0,0,NA,NA,0.0258,NA,NA,NA,NA,0,0,0,0,0,0,0,0.48,0.5,0.5,"MOD-00027","2022-07-24T23:55:46","2022-07-24T19:55:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10151255"
2048,620.8,160.9,781.7,673.4,18.2,691.6,1646.4,-1,1645.4,1646.2,1.39999999999986,1646.8,NA,NA,46.9,27.1,0,0,201.25,0,0.5,0.5,3.7121,0.1258,0,0,0,0,0,0,0,0,NA,NA,0.0096,NA,NA,NA,NA,0.0063,0.0033,0.0032,0,0,0,0,0.47,0.55,0.53,"MOD-00027","2022-07-24T23:54:46","2022-07-24T19:54:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10151254"
2048,620.2,161.9,782.1,673.4,18.1,691.5,1646.2,-0.900000000000091,1645.3,1646.4,1.5,1646.8,NA,NA,46.9,27.1,0,0,172,0,1,0.6,3.5845,0.1308,0,0,0,0,0,0,0,0,NA,NA,0.022,NA,NA,NA,NA,0.0063,0,0,0,0,0,0,0.46,0.49,0.49,"MOD-00027","2022-07-24T23:53:46","2022-07-24T19:53:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10151253"
2048,621.5,160,781.5,674.2,17.1999999999999,691.4,1646.2,-0.900000000000091,1645.3,1646.6,1.60000000000014,1646.9,NA,NA,47,27.1,0,0,170,0,0.5,0.5,3.845,0.1416,0,0,0,0,0,0,0,0,NA,NA,0.0262,NA,NA,NA,NA,0.0067,0.01,0,0,0,0,0,0.51,0.58,0.57,"MOD-00027","2022-07-24T23:52:46","2022-07-24T19:52:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10150934"
2048,619.5,161.8,781.3,673.8,18.2,692,1646.4,-1,1645.4,1646.3,1.39999999999986,1646.8,NA,NA,46.9,27.1,0,0,203.25,0,1.4,1.1,3.7833,0.127,0,0,0,0,0,0,0,0,NA,NA,0.0231,NA,NA,NA,NA,0.01,0.0032,0,0,0,0,0,0.49,0.54,0.53,"MOD-00027","2022-07-24T23:51:46","2022-07-24T19:51:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10150933"
2048,621.4,160.7,782.1,673.9,17.9,691.8,1646.2,-0.900000000000091,1645.3,1646.3,1.5,1646.8,NA,NA,46.9,27.1,0,0,183.5,0,0.6,0.5,3.3423,0.1149,0,0,0,0,0,0,0,0,NA,NA,0.0121,NA,NA,NA,NA,0.0029,0.003,0,0,0,0,0,0.42,0.45,0.45,"MOD-00027","2022-07-24T23:50:46","2022-07-24T19:50:46","https://api.quant-aq.com/device-api/v1/devices/MOD-00027/data/raw/10150932"
