"","timestamp_local","flag","lat...3","lon...4","rh...5","temp...6","bin0...7","bin1...8","bin2...9","bin3...10","bin4...11","bin5...12","pm1...13","pm10...14","pm25...15","bin0...16","bin1...17","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin2...28","bin20","bin21","bin22","bin23","bin3...33","bin4...34","bin5...35","bin6","bin7","bin8","bin9","pm1...40","pm10...41","pm25...42","rh...43","temp...44","sn.x","timestamp.x","url.x","lat...48","lon...49","rh...50","temp...51","pm1...52","pm10...53","pm25...54","pm1...55","pm10...56","pm25...57","sn.y","timestamp.y","url.y"
"1","2022-07-19T20:00:46",0,NA,NA,58.87,23.24,531.375,138.375,27.5,4.375,0,0,0.375,2,2,6.5693,0.1015,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0,0.0035,0,0,0,0,0,0.78,0.81,0.81,0,0,"MOD-PM-00230","2022-07-20T00:00:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152813469",NA,NA,58.87,23.24,5673,5675,5674,2.739,2.746,2.746,"MOD-PM-00230","2022-07-20T00:00:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152812866"
"2","2022-07-19T20:01:46",0,NA,NA,58.87,23.23,415.875,114.25,22.5,1.5,0,0,0.5,1.625,1.625,6.6608,0.1052,0,0,0,0,0,0,0,0,0,0,0.0181,0,0,0,0,0,0,0,0,0,0,0,0.79,0.81,0.81,0,0,"MOD-PM-00230","2022-07-20T00:01:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152813470",NA,NA,58.87,23.23,5673,5675,5674,2.144,2.144,2.144,"MOD-PM-00230","2022-07-20T00:01:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152812867"
"3","2022-07-19T20:02:46",0,NA,NA,58.85,23.24,419.625,106,12.375,1.375,1,0,0.125,1.25,1,6.3278,0.1644,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0,0.77,0.79,0.79,0,0,"MOD-PM-00230","2022-07-20T00:02:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152813471",NA,NA,58.85,23.24,5673,5675,5674,2.163,2.163,2.163,"MOD-PM-00230","2022-07-20T00:02:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152812868"
"4","2022-07-19T20:03:46",0,NA,NA,58.85,23.23,460.5,131.25,19.625,0.125,0.125,0,0.625,1.5,1.5,6.3833,0.1109,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0.0035,0,0,0,0,0,0,0.76,0.78,0.78,0,0,"MOD-PM-00230","2022-07-20T00:03:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152813472",NA,NA,58.85,23.23,5673,5675,5674,2.375,2.376,2.376,"MOD-PM-00230","2022-07-20T00:03:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152812869"
"5","2022-07-19T20:04:46",0,NA,NA,58.82,23.24,475.125,128,14.375,1.25,0,0,0.25,0.75,0.75,6.4915,0.1287,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0.77,0.79,0.79,0,0,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815647",NA,NA,58.82,23.24,5673,5675,5674,2.45,2.45,2.45,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815043"
"6","2022-07-19T20:04:46",0,NA,NA,58.82,23.24,475.125,128,14.375,1.25,0,0,0.25,0.75,0.75,6.4915,0.1287,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0.77,0.79,0.79,0,0,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815647",NA,NA,58.82,23.24,5673,5675,5674,2.45,2.45,2.45,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815045"
"7","2022-07-19T20:04:46",0,NA,NA,58.82,23.24,475.125,128,14.375,1.25,0,0,0.25,0.75,0.75,6.4915,0.1287,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0.77,0.79,0.79,0,0,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815648",NA,NA,58.82,23.24,5673,5675,5674,2.45,2.45,2.45,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815043"
"8","2022-07-19T20:04:46",0,NA,NA,58.82,23.24,475.125,128,14.375,1.25,0,0,0.25,0.75,0.75,6.4915,0.1287,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0.77,0.79,0.79,0,0,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815648",NA,NA,58.82,23.24,5673,5675,5674,2.45,2.45,2.45,"MOD-PM-00230","2022-07-20T00:04:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815045"
"9","2022-07-19T20:05:46",0,NA,NA,58.82,23.24,480.75,130.25,21.875,0,0,0,0.625,1.375,1.375,6.464,0.1587,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0.0036,0.0036,0,0,0,0,0,0.78,0.82,0.82,0,0,"MOD-PM-00230","2022-07-20T00:05:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815649",NA,NA,58.82,23.24,5673,5675,5674,2.481,2.488,2.488,"MOD-PM-00230","2022-07-20T00:05:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815046"
"10","2022-07-19T20:06:46",0,NA,NA,58.8,23.24,552,141.625,25.75,1.25,1.125,0.5,1,2.5,1.75,6.2258,0.123,0,0,0,0,0,0,0,0,0,0,0.0106,0,0,0,0,0,0,0,0,0,0,0,0.74,0.76,0.76,0,0,"MOD-PM-00230","2022-07-20T00:06:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815650",NA,NA,58.8,23.24,5673,5675,5674,2.847,2.847,2.847,"MOD-PM-00230","2022-07-20T00:06:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815048"
"11","2022-07-19T20:07:46",0,NA,NA,58.79,23.23,458.625,126,13.375,1.5,1.25,0.625,0.75,2.25,1.375,6.415,0.1153,0,0,0,0,0,0,0,0,0,0,0.0036,0,0,0,0,0.0036,0,0,0,0,0,0,0.76,0.78,0.78,0,0,"MOD-PM-00230","2022-07-20T00:07:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815652",NA,NA,58.79,23.23,5673,5675,5674,2.367,2.368,2.368,"MOD-PM-00230","2022-07-20T00:07:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815050"
"12","2022-07-19T20:08:46",0,NA,NA,58.79,23.23,500.25,134,19.5,1.25,0.5,0,0.5,1.625,1.125,6.1512,0.1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.74,0.74,0,0,"MOD-PM-00230","2022-07-20T00:08:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/raw/152815653",NA,NA,58.79,23.23,5673,5675,5674,2.58,2.58,2.58,"MOD-PM-00230","2022-07-20T00:08:46","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00230/data/152815049"
