"","timestamp_local","flag","lat...3","lon...4","rh...5","temp...6","bin0...7","bin1...8","bin2...9","bin3...10","bin4...11","bin5...12","pm1...13","pm10...14","pm25...15","bin0...16","bin1...17","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin2...28","bin20","bin21","bin22","bin23","bin3...33","bin4...34","bin5...35","bin6","bin7","bin8","bin9","pm1...40","pm10...41","pm25...42","rh...43","temp...44","sn.x","timestamp.x","url.x","lat...48","lon...49","rh...50","temp...51","pm1...52","pm10...53","pm25...54","pm1...55","pm10...56","pm25...57","sn.y","timestamp.y","url.y"
"1","2022-07-19T20:00:21",0,NA,NA,59.09,23.02,336.75,98.25,17,0,0,0,0.375,1.125,1.125,4.3065,0.0924,0,0,0,0,0,0,0,0,0,0,0.0155,0,0,0,0,0.0039,0,0,0,0,0,0,0.53,0.54,0.54,0,0,"MOD-PM-00231","2022-07-20T00:00:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152813664",NA,NA,59.09,23.02,5670,5672,5671,1.734,1.735,1.735,"MOD-PM-00231","2022-07-20T00:00:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152813061"
"2","2022-07-19T20:01:21",0,NA,NA,59.11,23.02,394.125,102.25,23.25,2.75,0.75,0.75,0.125,2.375,1.875,4.1335,0.12,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0,0.5,0.51,0.51,0,0,"MOD-PM-00231","2022-07-20T00:01:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152813665",NA,NA,59.11,23.02,5670,5672,5671,2.027,2.027,2.027,"MOD-PM-00231","2022-07-20T00:01:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152813062"
"3","2022-07-19T20:02:21",0,NA,NA,59.11,23.02,291,80.375,12,0.75,0,0,0,1,1,3.7665,0.119,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0.47,0.48,0.48,0,0,"MOD-PM-00231","2022-07-20T00:02:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152813666",NA,NA,59.11,23.02,5670,5672,5671,1.497,1.497,1.497,"MOD-PM-00231","2022-07-20T00:02:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152813063"
"4","2022-07-19T20:03:21",0,NA,NA,59.08,23.03,405,111.625,14.75,0.75,0,0,0.625,1.25,1.25,4.2725,0.1254,0,0,0,0,0,0,0,0,0,0,0.0077,0,0,0,0,0.0038,0.0078,0,0,0,0,0,0.53,0.59,0.58,0,0,"MOD-PM-00231","2022-07-20T00:03:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152813668",NA,NA,59.08,23.03,5670,5672,5671,2.085,2.102,2.102,"MOD-PM-00231","2022-07-20T00:03:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152813065"
"5","2022-07-19T20:04:21",0,NA,NA,59.06,23.02,428.625,114.75,11.25,0.75,0.75,0,0.625,1.125,0.625,4.1262,0.118,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0.51,0.52,0.52,0,0,"MOD-PM-00231","2022-07-20T00:04:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152813669",NA,NA,59.06,23.02,5670,5672,5671,2.206,2.206,2.206,"MOD-PM-00231","2022-07-20T00:04:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152813066"
"6","2022-07-19T20:05:21",0,NA,NA,59.06,23.02,316.5,97.375,18,1.5,0,0,0.5,1.25,1.25,4.3561,0.148,0,0,0,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0.54,0.55,0.55,0,0,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815860",NA,NA,59.06,23.02,5670,5672,5671,1.629,1.629,1.629,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815254"
"7","2022-07-19T20:05:21",0,NA,NA,59.06,23.02,316.5,97.375,18,1.5,0,0,0.5,1.25,1.25,4.3561,0.148,0,0,0,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0.54,0.55,0.55,0,0,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815860",NA,NA,59.06,23.02,5670,5672,5671,1.629,1.629,1.629,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815257"
"8","2022-07-19T20:05:21",0,NA,NA,59.06,23.02,316.5,97.375,18,1.5,0,0,0.5,1.25,1.25,4.3561,0.148,0,0,0,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0.54,0.55,0.55,0,0,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815857",NA,NA,59.06,23.02,5670,5672,5671,1.629,1.629,1.629,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815254"
"9","2022-07-19T20:05:21",0,NA,NA,59.06,23.02,316.5,97.375,18,1.5,0,0,0.5,1.25,1.25,4.3561,0.148,0,0,0,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0.54,0.55,0.55,0,0,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815857",NA,NA,59.06,23.02,5670,5672,5671,1.629,1.629,1.629,"MOD-PM-00231","2022-07-20T00:05:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815257"
"10","2022-07-19T20:06:21",0,NA,NA,59.05,23.02,500.625,148.625,28.625,0.5,0,0,1.375,2.25,2.25,4.5498,0.1162,0,0,0,0,0,0,0,0,0,0,0.0101,0,0,0,0,0.005,0,0,0,0,0,0,0.56,0.58,0.58,0,0,"MOD-PM-00231","2022-07-20T00:06:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815858",NA,NA,59.05,23.02,5670,5672,5671,2.579,2.579,2.579,"MOD-PM-00231","2022-07-20T00:06:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815255"
"11","2022-07-19T20:07:21",0,NA,NA,59.05,23.01,407.625,114,20,0.75,0.75,0.75,0.25,1.875,1.25,4.305,0.1191,0,0,0,0,0,0,0,0,0,0,0.0123,0,0,0,0,0,0,0,0,0,0,0,0.53,0.54,0.54,0,0,"MOD-PM-00231","2022-07-20T00:07:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815859",NA,NA,59.05,23.01,5670,5672,5671,2.098,2.098,2.098,"MOD-PM-00231","2022-07-20T00:07:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815256"
"12","2022-07-19T20:08:21",0,NA,NA,59.05,23.02,397.5,110.875,20.25,3.5,2.5,0,0.625,2.875,1.375,4.3186,0.1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.52,0.58,0.57,0,0,"MOD-PM-00231","2022-07-20T00:08:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815861",NA,NA,59.05,23.02,5670,5672,5671,2.046,2.068,2.068,"MOD-PM-00231","2022-07-20T00:08:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815258"
"13","2022-07-19T20:09:21",0,NA,NA,59.07,23.01,373.875,103.75,20.125,1.5,0.25,0,0.125,1.5,1.375,4.1023,0.1552,0,0,0,0,0,0,0,0,0,0,0.0273,0,0,0,0,0.0039,0,0,0,0,0,0,0.53,0.55,0.55,0,0,"MOD-PM-00231","2022-07-20T00:09:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815862",NA,NA,59.07,23.01,5670,5672,5671,1.925,1.926,1.926,"MOD-PM-00231","2022-07-20T00:09:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815259"
"14","2022-07-19T20:10:21",0,NA,NA,59.08,23,334.875,93.75,17.125,1,0,0,0.375,0.875,0.875,4.2605,0.1073,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0.52,0.53,0.53,0,0,"MOD-PM-00231","2022-07-20T00:10:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815863",NA,NA,59.08,23,5670,5672,5671,1.723,1.723,1.723,"MOD-PM-00231","2022-07-20T00:10:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815260"
"15","2022-07-19T20:11:21",0,NA,NA,59.09,23,452.625,129.125,24.625,4,2.75,0,0.25,2.625,1.125,4.1306,0.1097,0,0,0,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0.5,0.52,0.52,0,0,"MOD-PM-00231","2022-07-20T00:11:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152815864",NA,NA,59.09,23,5670,5672,5671,2.329,2.329,2.329,"MOD-PM-00231","2022-07-20T00:11:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152815261"
"16","2022-07-19T20:12:21",0,NA,NA,59.09,23,357,102.25,13.75,3,1.75,1.75,0,2.25,0.875,4.1743,0.1522,0,0,0,0,0,0,0,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0,0,0.52,0.54,0.54,0,0,"MOD-PM-00231","2022-07-20T00:12:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152818062",NA,NA,59.09,23,5670,5672,5671,1.837,1.837,1.837,"MOD-PM-00231","2022-07-20T00:12:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152817459"
"17","2022-07-19T20:12:21",0,NA,NA,59.09,23,357,102.25,13.75,3,1.75,1.75,0,2.25,0.875,4.1743,0.1522,0,0,0,0,0,0,0,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0,0,0.52,0.54,0.54,0,0,"MOD-PM-00231","2022-07-20T00:12:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152818062",NA,NA,59.09,23,5670,5672,5671,1.837,1.837,1.837,"MOD-PM-00231","2022-07-20T00:12:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152817460"
"18","2022-07-19T20:12:21",0,NA,NA,59.09,23,357,102.25,13.75,3,1.75,1.75,0,2.25,0.875,4.1743,0.1522,0,0,0,0,0,0,0,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0,0,0.52,0.54,0.54,0,0,"MOD-PM-00231","2022-07-20T00:12:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/raw/152818064",NA,NA,59.09,23,5670,5672,5671,1.837,1.837,1.837,"MOD-PM-00231","2022-07-20T00:12:21","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00231/data/152817459"
