"","timestamp_local","flag","gases.co.ae","gases.co.diff","gases.co.we","gases.no.ae","gases.no.diff","gases.no.we","gases.no2.ae","gases.no2.diff","gases.no2.we","gases.o3.ae","gases.o3.diff","gases.o3.we","geo.lat","geo.lon","met.rh","met.temp","met.wd","met.ws","neph.cscat","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","sn.x","timestamp.x","url.x","co","lat","lon","rh...58","temp...59","wd","ws","pm1...62","pm10...63","pm25...64","no","no2","o3","pm1...68","pm10...69","pm25...70","rh...71","sn.y","temp...73","timestamp.y","url.y"
"1","2022-07-19T20:00:35",24,621.6,167.7,789.3,672.2,7.79999999999995,680,1647.5,2.5,1650,1645.7,-7.79999999999995,1642.2,NA,NA,50.6,26.1,0,0,293.5,1.4,3.1,3,6.9315,0.242,0,0,0,0,0,0,0,0,NA,NA,0.0292,NA,NA,NA,NA,0,0,0,0.0083,0,0,0,0.87,1.14,1,"MOD-00026","2022-07-20T00:00:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731299",713.57,NA,NA,50.6,26.1,0,0,6465,6467,6466,8.21,31.35,-7.98,7.72,7.88,7.78,50.6,"MOD-00026",26.1,"2022-07-20T00:00:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731247"
"2","2022-07-19T20:01:35",24,622.2,166.6,788.8,671.9,7.70000000000005,679.6,1647.5,2.5,1650,1645.7,-7.90000000000009,1642.1,NA,NA,50.6,26.1,0,0,279.125,0.5,2.6,2.1,6.9011,0.2575,0,0,0,0,0,0,0,0,NA,NA,0.0217,NA,NA,NA,NA,0,0,0,0.0086,0,0,0,0.87,1.14,1,"MOD-00026","2022-07-20T00:01:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731300",709.06,NA,NA,50.6,26.1,0,0,6465,6467,6466,7.96,31.35,-8.27,7.34,7.51,7.4,50.6,"MOD-00026",26.1,"2022-07-20T00:01:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731248"
"3","2022-07-19T20:02:35",24,621.6,166.7,788.3,671.8,7.80000000000007,679.6,1647.6,2.40000000000009,1650,1645.5,-7.90000000000009,1642.1,NA,NA,50.6,26.1,0,0,298.25,0.9,3.6,3.5,6.8145,0.3049,0,0,0,0,0,0,0,0,NA,NA,0.0293,NA,NA,NA,NA,0.0084,0.0084,0,0.0043,0,0,0,0.89,1.1,1.02,"MOD-00026","2022-07-20T00:02:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731301",709.47,NA,NA,50.6,26.1,0,0,6465,6467,6466,8.21,31.12,-8.27,7.84,7.95,7.9,50.6,"MOD-00026",26.1,"2022-07-20T00:02:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731249"
"4","2022-07-19T20:03:35",24,622.2,165.7,787.9,671.8,7.60000000000002,679.4,1647.4,2.59999999999991,1650,1645.7,-7.90000000000009,1642.1,NA,NA,50.6,26.1,0,0,304,0.6,2.8,2.6,6.4989,0.2331,0,0,0,0,0,0,0,0,NA,NA,0.0161,NA,NA,NA,NA,0.0121,0,0.0041,0,0,0,0,0.82,0.91,0.9,"MOD-00026","2022-07-20T00:03:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731302",705.36,NA,NA,50.6,26.1,0,0,6465,6467,6466,7.35,31.59,-8.27,8,8.03,8.03,50.6,"MOD-00026",26.1,"2022-07-20T00:03:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731250"
"5","2022-07-19T20:04:35",24,622.2,166.3,788.5,672.6,7.19999999999993,679.8,1647.4,2.59999999999991,1650,1645.8,-7.90000000000009,1642.1,NA,NA,50.5,26.1,0,0,309.125,0.2,2.6,2.5,6.8134,0.2714,0,0,0,0,0,0,0,0,NA,NA,0.0244,NA,NA,NA,NA,0.008,0.0083,0.008,0,0,0,0,0.88,1.06,1.02,"MOD-00026","2022-07-20T00:04:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731665",707.9,NA,NA,50.5,26.1,0,0,6465,6467,6466,6.4,31.59,-8.22,8.14,8.21,8.21,50.5,"MOD-00026",26.1,"2022-07-20T00:04:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731613"
"6","2022-07-19T20:05:35",24,621.9,165.9,787.8,671.4,7.5,678.9,1647.2,2.79999999999995,1650,1645.6,-7.79999999999995,1642.2,NA,NA,50.6,26.1,0,0,304.375,0,3.4,2.5,6.8071,0.2642,0,0,0,0,0,0,0,0,NA,NA,0.0454,NA,NA,NA,NA,0,0,0,0,0,0,0,0.87,0.9,0.9,"MOD-00026","2022-07-20T00:05:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731666",706.18,NA,NA,50.6,26.1,0,0,6465,6467,6466,7.29,32.06,-7.98,8,8,8,50.6,"MOD-00026",26.1,"2022-07-20T00:05:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731614"
"7","2022-07-19T20:06:35",24,621,166.2,787.2,670.9,7.89999999999998,678.8,1647.7,2.29999999999995,1650,1645.7,-7.59999999999991,1642.4,NA,NA,50.6,26.1,0,0,289.875,0.4,2.6,2.6,6.6655,0.2621,0,0,0,0,0,0,0,0,NA,NA,0.0254,NA,NA,NA,NA,0,0.0127,0.0043,0,0,0,0,0.86,0.99,0.97,"MOD-00026","2022-07-20T00:06:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731667",707.42,NA,NA,50.6,26.1,0,0,6465,6467,6466,8.24,30.88,-7.39,7.62,7.68,7.68,50.6,"MOD-00026",26.1,"2022-07-20T00:06:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731615"
"8","2022-07-19T20:07:35",24,622.2,165.7,787.9,671.8,8.10000000000002,679.9,1647.4,2.69999999999982,1650.1,1645.6,-8,1642.1,NA,NA,50.7,26.1,0,0,279.5,0.2,2.9,2.9,6.8585,0.2729,0,0,0,0,0,0,0,0,NA,NA,0.0294,NA,NA,NA,NA,0.0126,0.0084,0.0043,0,0,0,0,0.89,1.03,1.01,"MOD-00026","2022-07-20T00:07:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731668",705.29,NA,NA,50.7,26.1,0,0,6465,6467,6466,8.09,31.82,-8.61,7.35,7.4,7.4,50.7,"MOD-00026",26.1,"2022-07-20T00:07:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731616"
"9","2022-07-19T20:08:35",24,622.4,166,788.4,671.6,8.10000000000002,679.7,1647.4,2.69999999999982,1650.1,1645.9,-7.79999999999995,1642.3,NA,NA,50.7,26.1,0,0,293.875,0.4,2.5,2.5,6.6764,0.2075,0,0,0,0,0,0,0,0,NA,NA,0.0487,NA,NA,NA,NA,0,0,0,0.0041,0,0,0,0.84,1,0.93,"MOD-00026","2022-07-20T00:08:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731669",706.52,NA,NA,50.7,26.1,0,0,6465,6467,6466,8.09,31.82,-8.03,7.72,7.8,7.75,50.7,"MOD-00026",26.1,"2022-07-20T00:08:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731617"
"10","2022-07-19T20:09:35",24,621.5,165.5,787,671.5,8,679.5,1647.6,2.5,1650.1,1645.8,-7.89999999999986,1642.2,NA,NA,50.7,26.1,0,0,312.5,0.4,2.6,2.2,6.6151,0.23,0,0,0,0,0,0,0,0,NA,NA,0.0246,NA,NA,NA,NA,0.0041,0,0,0,0,0,0,0.83,0.86,0.86,"MOD-00026","2022-07-20T00:09:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/raw/9731671",704.47,NA,NA,50.7,26.1,0,0,6465,6467,6466,8.07,31.35,-8.32,8.21,8.21,8.21,50.7,"MOD-00026",26.1,"2022-07-20T00:09:35","https://api.quant-aq.com/device-api/v1/devices/MOD-00026/data/9731619"
