"","timestamp_local","flag","gases.co.ae","gases.co.diff","gases.co.we","gases.no.ae","gases.no.diff","gases.no.we","gases.no2.ae","gases.no2.diff","gases.no2.we","gases.o3.ae","gases.o3.diff","gases.o3.we","geo.lat","geo.lon","met.rh","met.temp","met.wd","met.ws","neph.cscat","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","sn.x","timestamp.x","url.x","co","lat","lon","rh...58","temp...59","wd","ws","pm1...62","pm10...63","pm25...64","no","no2","o3","pm1...68","pm10...69","pm25...70","rh...71","sn.y","temp...73","timestamp.y","url.y"
"1","2022-07-19T20:00:25",24,617.5,136.1,753.6,672.8,15.6,688.4,1646.1,-0.199999999999818,1645.9,1647.5,1.5,1647.4,NA,NA,49.2,26.5,0,0,258.875,0,0.6,0,5.2946,0.2428,0,0,0,0,0,0,0,0,NA,NA,0.0569,NA,NA,NA,NA,0.003,0,0.003,0,0,0,0,0.71,0.78,0.77,"MOD-00025","2022-07-20T00:00:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731409",610.68,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.88,12.15,17.72,7.4,7.42,7.42,49.2,"MOD-00025",26.5,"2022-07-20T00:00:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731357"
"2","2022-07-19T20:01:25",24,619.2,135.7,754.9,673.8,15,688.8,1646.1,-0.299999999999955,1645.8,1647.4,1.5,1647.3,NA,NA,49.2,26.5,0,0,247.5,0,1,1,5.3095,0.2568,0,0,0,0,0,0,0,0,NA,NA,0.0297,NA,NA,NA,NA,0.0148,0.0089,0.003,0,0.003,0,0,0.71,1.04,0.86,"MOD-00025","2022-07-20T00:01:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731410",609.04,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.74,12.22,17.72,7.08,7.29,7.12,49.2,"MOD-00025",26.5,"2022-07-20T00:01:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731358"
"3","2022-07-19T20:02:25",24,618.2,136.2,754.4,672.7,15.1999999999999,687.9,1646.3,-0.399999999999864,1645.9,1647.5,1.39999999999986,1647.3,NA,NA,49.2,26.5,0,0,247.125,0,1.5,1,5.1247,0.2185,0,0,0,0,0,0,0,0,NA,NA,0.0263,NA,NA,NA,NA,0.0058,0,0.0029,0.0029,0,0,0,0.66,0.82,0.76,"MOD-00025","2022-07-20T00:02:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731411",611.09,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.19,10.05,17.43,7.06,7.14,7.1,49.2,"MOD-00025",26.5,"2022-07-20T00:02:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731359"
"4","2022-07-19T20:03:25",24,618.8,135.3,754.1,673.5,15.4,688.9,1646.2,-0.400000000000091,1645.8,1647.5,1.40000000000009,1647.2,NA,NA,49.2,26.5,0,0,244.5,0,1.2,1.2,5.2309,0.2256,0,0,0,0,0,0,0,0,NA,NA,0.0351,NA,NA,NA,NA,0.0058,0.0059,0.003,0,0,0,0,0.69,0.79,0.77,"MOD-00025","2022-07-20T00:03:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731412",607.4,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.67,10.05,17.43,6.99,7.02,7.02,49.2,"MOD-00025",26.5,"2022-07-20T00:03:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731360"
"5","2022-07-19T20:04:25",24,617.8,136.2,754,673.7,15.0999999999999,688.8,1645.9,0,1645.9,1647.3,1.39999999999986,1647.3,NA,NA,49.2,26.5,0,0,268.75,0,1.8,1.8,5.255,0.2188,0,0,0,0,0,0,0,0,NA,NA,0.0385,NA,NA,NA,NA,0,0.0029,0,0.003,0,0,0,0.68,0.81,0.76,"MOD-00025","2022-07-20T00:04:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731413",611.09,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.14,21.13,17.43,7.68,7.75,7.71,49.2,"MOD-00025",26.5,"2022-07-20T00:04:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731361"
"6","2022-07-19T20:05:25",24,618.8,134.9,753.7,673.5,15.4,688.9,1646.3,-0.399999999999864,1645.9,1647.4,1.59999999999991,1647.5,NA,NA,49.2,26.5,0,0,232.875,0,1.2,1.2,5.2085,0.2307,0,0,0,0,0,0,0,0,NA,NA,0.0419,NA,NA,NA,NA,0.003,0.003,0,0.003,0,0,0,0.69,0.82,0.77,"MOD-00025","2022-07-20T00:05:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731414",605.75,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.67,10.05,18.01,6.65,6.72,6.69,49.2,"MOD-00025",26.5,"2022-07-20T00:05:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731362"
"7","2022-07-19T20:06:25",24,618,135.6,753.6,674.2,14.9,689.1,1646.1,-0.299999999999955,1645.8,1647.5,1.60000000000014,1647.4,NA,NA,49.3,26.5,0,0,245.5,0,1.4,1.4,5.309,0.2513,0,0,0,0,0,0,0,0,NA,NA,0.0268,NA,NA,NA,NA,0.012,0.009,0,0,0,0,0,0.71,0.79,0.78,"MOD-00025","2022-07-20T00:06:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731776",608.56,NA,NA,49.3,26.5,0,0,6462,6464,6463,12.69,12.13,17.98,7.01,7.04,7.04,49.3,"MOD-00025",26.5,"2022-07-20T00:06:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731724"
"8","2022-07-19T20:07:25",24,619.5,134.3,753.8,674.3,14.7,689,1646.2,-0.200000000000045,1646,1647.5,1.40000000000009,1647.4,NA,NA,49.3,26.5,0,0,244.75,0,0.4,0.2,5.2412,0.2286,0,0,0,0,0,0,0,0,NA,NA,0.0361,NA,NA,NA,NA,0.009,0.006,0,0,0,0,0,0.69,0.76,0.75,"MOD-00025","2022-07-20T00:07:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731777",603.22,NA,NA,49.3,26.5,0,0,6462,6464,6463,12.12,12.33,17.4,6.99,7.01,7.01,49.3,"MOD-00025",26.5,"2022-07-20T00:07:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731725"
"9","2022-07-19T20:08:25",24,619.5,134.7,754.2,673.2,15.4,688.6,1646.1,-0.199999999999818,1645.9,1647.4,1.39999999999986,1647.3,NA,NA,49.3,26.5,0,0,257.875,0,2,1.9,5.404,0.2545,0,0,0,0,0,0,0,0,NA,NA,0.0547,NA,NA,NA,NA,0,0.003,0,0,0,0,0,0.72,0.76,0.76,"MOD-00025","2022-07-20T00:08:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731778",604.86,NA,NA,49.3,26.5,0,0,6462,6464,6463,12.79,12.33,17.4,7.36,7.37,7.37,49.3,"MOD-00025",26.5,"2022-07-20T00:08:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731726"
"10","2022-07-19T20:09:25",24,618,135.1,753.1,673.9,15.1,689,1646.1,-0.299999999999955,1645.8,1647.6,1.70000000000005,1647.5,NA,NA,49.2,26.5,0,0,249.125,0,1.5,1.1,5.5913,0.3132,0,0,0,0,0,0,0,0,NA,NA,0.0341,NA,NA,NA,NA,0.0031,0.0031,0.0031,0.0031,0,0,0,0.75,0.92,0.86,"MOD-00025","2022-07-20T00:09:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731779",606.58,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.14,12.22,18.3,7.12,7.21,7.17,49.2,"MOD-00025",26.5,"2022-07-20T00:09:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731727"
"11","2022-07-19T20:10:25",24,618.1,134.8,752.9,673.8,15.1,688.9,1646.3,-0.299999999999955,1646,1647.5,1.40000000000009,1647.4,NA,NA,49.3,26.5,0,0,256.75,0,2,2,5.371,0.2014,0,0,0,0,0,0,0,0,NA,NA,0.0366,NA,NA,NA,NA,0.0062,0.006,0,0,0,0,0,0.7,0.76,0.76,"MOD-00025","2022-07-20T00:10:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731780",605.27,NA,NA,49.3,26.5,0,0,6462,6464,6463,12.16,12.13,17.4,7.33,7.35,7.35,49.3,"MOD-00025",26.5,"2022-07-20T00:10:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731728"
"12","2022-07-19T20:11:25",24,619.4,133.5,752.9,673.1,15.4,688.5,1646.2,-0.299999999999955,1645.9,1647.5,1.39999999999986,1647.3,NA,NA,49.2,26.5,0,0,225.75,0,0.6,0.4,5.5845,0.2657,0,0,0.0031,0,0,0,0,0,NA,NA,0.0373,NA,NA,NA,NA,0.0093,0.0031,0.0032,0,0,0,0,0.74,3.06,0.82,"MOD-00025","2022-07-20T00:11:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9731781",600.01,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.67,12.22,17.43,6.45,7.04,6.48,49.2,"MOD-00025",26.5,"2022-07-20T00:11:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9731729"
"13","2022-07-19T20:12:25",24,617.8,135,752.8,673.9,15.4,689.3,1646.2,-0.299999999999955,1645.9,1647.4,1.5,1647.4,NA,NA,49.2,26.5,0,0,267.875,0,2.2,1.5,5.6498,0.244,0,0,0,0,0,0,0,0,NA,NA,0.0378,NA,NA,NA,NA,0.0063,0.0032,0,0,0,0,0,0.74,0.79,0.79,"MOD-00025","2022-07-20T00:12:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/raw/9732151",606.17,NA,NA,49.2,26.5,0,0,6462,6464,6463,12.67,12.22,17.72,7.66,7.67,7.67,49.2,"MOD-00025",26.5,"2022-07-20T00:12:25","https://api.quant-aq.com/device-api/v1/devices/MOD-00025/data/9732099"
