"","timestamp_local","flag","gases.co.ae","gases.co.diff","gases.co.we","gases.no.ae","gases.no.diff","gases.no.we","gases.no2.ae","gases.no2.diff","gases.no2.we","gases.o3.ae","gases.o3.diff","gases.o3.we","geo.lat","geo.lon","met.rh","met.temp","met.wd","met.ws","neph.cscat","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","sn.x","timestamp.x","url.x","co","lat","lon","rh...58","temp...59","wd","ws","pm1...62","pm10...63","pm25...64","no","no2","o3","pm1...68","pm10...69","pm25...70","rh...71","sn.y","temp...73","timestamp.y","url.y"
"1","2022-07-19T20:00:32",24,646.1,61.3,707.4,685.6,7.19999999999993,692.8,1644.5,-2.70000000000005,1641.8,1645.1,3.10000000000014,1644.9,NA,NA,54.8,24,0,0,218.5,0,0.8,0,3.1555,0.12,0,0,0,0,0,0,0,0,NA,NA,0.0205,NA,NA,NA,NA,0.0059,0,0,0,0,0,0,0.41,0.43,0.43,"MOD-00028","2022-07-20T00:00:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731415",206.52,NA,NA,54.8,24,0,0,4767,4769,4768,13.59,5.19,22.27,0.7,0.71,0.71,54.8,"MOD-00028",24,"2022-07-20T00:00:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731363"
"2","2022-07-19T20:01:32",24,647,60.8,707.8,685.5,7.70000000000005,693.2,1644.8,-2.89999999999986,1641.9,1645,2.89999999999986,1644.8,NA,NA,54.8,24,0,0,218.125,0,1.5,0,3.1986,0.1047,0,0,0,0,0,0,0,0,NA,NA,0.0058,NA,NA,NA,NA,0,0.0029,0,0,0,0,0,0.4,0.42,0.42,"MOD-00028","2022-07-20T00:01:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731416",204.47,NA,NA,54.8,24,0,0,4767,4769,4768,14.37,4.6,21.66,0.7,0.71,0.71,54.8,"MOD-00028",24,"2022-07-20T00:01:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731364"
"3","2022-07-19T20:02:32",24,645.4,61.9,707.3,685.4,7.39999999999998,692.8,1644.2,-2.29999999999995,1641.9,1644.9,3,1644.9,NA,NA,54.8,24,0,0,247.5,0,1.1,0,3.237,0.1193,0,0,0,0,0,0,0,0,NA,NA,0.0204,NA,NA,NA,NA,0,0.0029,0,0,0,0,0,0.41,0.44,0.44,"MOD-00028","2022-07-20T00:02:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731417",208.99,NA,NA,54.8,24,0,0,4767,4769,4768,13.79,4.97,21.96,0.79,0.8,0.8,54.8,"MOD-00028",24,"2022-07-20T00:02:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731365"
"4","2022-07-19T20:03:32",24,645.4,62.6,708,685.3,7.40000000000009,692.7,1644.5,-2.59999999999991,1641.9,1645,2.89999999999986,1644.8,NA,NA,54.9,23.9,0,0,227.875,0,0.6,0.5,3.1367,0.1106,0,0,0,0,0,0,0,0,NA,NA,0.0029,NA,NA,NA,NA,0,0,0,0,0,0,0,0.39,0.39,0.39,"MOD-00028","2022-07-20T00:03:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731418",212.09,NA,NA,54.9,23.9,0,0,4767,4769,4768,13.46,5.02,21.63,0.73,0.73,0.73,54.9,"MOD-00028",23.9,"2022-07-20T00:03:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731366"
"5","2022-07-19T20:04:32",24,644.7,62.5,707.2,685.2,7.39999999999998,692.6,1644.5,-2.59999999999991,1641.9,1644.9,3,1644.9,NA,NA,54.9,23.9,0,0,203.125,0,0,0,3.0463,0.0722,0,0,0,0,0,0,0,0,NA,NA,0.0029,NA,NA,NA,NA,0,0.0058,0,0,0,0,0,0.37,0.4,0.4,"MOD-00028","2022-07-20T00:04:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731419",211.68,NA,NA,54.9,23.9,0,0,4767,4769,4768,13.46,5.02,21.93,0.65,0.66,0.66,54.9,"MOD-00028",23.9,"2022-07-20T00:04:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731367"
"6","2022-07-19T20:05:32",24,646.2,60.6999999999999,706.9,685.3,7.40000000000009,692.7,1644.5,-2.5,1642,1644.9,2.59999999999991,1644.6,NA,NA,54.8,23.9,0,0,199.75,0,0.9,0.4,3.1213,0.1309,0,0,0,0,0,0,0,0,NA,NA,0.0114,NA,NA,NA,NA,0,0,0,0,0,0,0,0.4,0.41,0.41,"MOD-00028","2022-07-20T00:05:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731420",204.36,NA,NA,54.8,23.9,0,0,4767,4769,4768,13.5,5,20.74,0.64,0.64,0.64,54.8,"MOD-00028",23.9,"2022-07-20T00:05:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731368"
"7","2022-07-19T20:06:32",24,646.1,60.8,706.9,685.2,7.59999999999991,692.8,1644.5,-2.70000000000005,1641.8,1645,3,1644.8,NA,NA,54.8,23.9,0,0,217.25,0,0.1,0,3.308,0.1145,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0.0029,0,0,0,0,0,0,0.41,0.42,0.42,"MOD-00028","2022-07-20T00:06:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731782",204.77,NA,NA,54.8,23.9,0,0,4767,4769,4768,14.29,4.39,21.96,0.7,0.7,0.7,54.8,"MOD-00028",23.9,"2022-07-20T00:06:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731731"
"8","2022-07-19T20:07:32",24,645.8,61.5,707.3,685,7.60000000000002,692.6,1644.4,-2.5,1641.9,1644.9,2.79999999999995,1644.7,NA,NA,54.8,23.9,0,0,217.125,0,0.4,0,3.3444,0.1184,0,0,0,0,0,0,0,0,NA,NA,0.0118,NA,NA,NA,NA,0,0,0,0,0,0,0,0.42,0.43,0.43,"MOD-00028","2022-07-20T00:07:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731783",207.65,NA,NA,54.8,23.9,0,0,4767,4769,4768,14.29,5,21.35,0.7,0.7,0.7,54.8,"MOD-00028",23.9,"2022-07-20T00:07:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731730"
"9","2022-07-19T20:08:32",24,644.3,62,706.3,685.4,7.39999999999998,692.8,1644.5,-2.70000000000005,1641.8,1645.2,3.10000000000014,1644.9,NA,NA,54.8,23.9,0,0,200.625,0,0.6,0,3.2487,0.0894,0,0,0,0,0,0,0,0,NA,NA,0.0179,NA,NA,NA,NA,0.003,0,0,0,0,0,0,0.41,0.42,0.42,"MOD-00028","2022-07-20T00:08:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731784",209.7,NA,NA,54.8,23.9,0,0,4767,4769,4768,13.5,4.39,22.27,0.65,0.65,0.65,54.8,"MOD-00028",23.9,"2022-07-20T00:08:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731732"
"10","2022-07-19T20:09:32",24,646.5,60.5,707,684.8,7.20000000000005,692,1644.4,-2.40000000000009,1642,1644.9,2.70000000000005,1644.7,NA,NA,54.9,23.9,0,0,216.5,0,0,0,3.3812,0.1114,0,0,0,0,0,0,0,0,NA,NA,0.0209,NA,NA,NA,NA,0,0,0,0,0,0,0,0.43,0.44,0.44,"MOD-00028","2022-07-20T00:09:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/raw/9731785",203.47,NA,NA,54.9,23.9,0,0,4767,4769,4768,13.51,5.03,21.02,0.69,0.69,0.69,54.9,"MOD-00028",23.9,"2022-07-20T00:09:32","https://api.quant-aq.com/device-api/v1/devices/MOD-00028/data/9731733"
