"","timestamp_local","flag","gases.co.ae","gases.co.diff","gases.co.we","gases.no.ae","gases.no.diff","gases.no.we","gases.no2.ae","gases.no2.diff","gases.no2.we","gases.o3.ae","gases.o3.diff","gases.o3.we","geo.lat","geo.lon","met.rh","met.temp","met.wd","met.ws","neph.cscat","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","sn.x","timestamp.x","url.x","co","lat","lon","rh...58","temp...59","wd","ws","pm1...62","pm10...63","pm25...64","no","no2","o3","pm1...68","pm10...69","pm25...70","rh...71","sn.y","temp...73","timestamp.y","url.y"
"1","2022-07-19T20:00:58",24,647.8,103.3,751.1,703.3,18.8000000000001,722.1,1626.3,10.9000000000001,1637.2,1642.4,10.3,1647.5,42.3315847,-71.083564,44.5,31.7,251,1.69,454.375,3.2,8.4,7.8,9.02,0.5334,0,0,0,0,0,0,0,0,NA,NA,0.0728,NA,NA,NA,NA,0.0057,0.0262,0.0174,0.0205,0.0029,0,0,1.26,2.46,1.88,"MOD-00024","2022-07-20T00:00:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731318",396.85,42.3315847,-71.083564,44.5,31.7,251,1.69,4761,4763,4762,11.9,24.27,28.92,1.68,2.43,2.01,44.5,"MOD-00024",31.7,"2022-07-20T00:00:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731266"
"2","2022-07-19T20:01:58",24,649.7,106.8,756.5,702.8,18.5,721.3,1626.2,11.3,1637.5,1642.4,10.2,1647.7,42.3315847,-71.083564,44.7,31.7,208,1.05,677.625,7,19.1,16.5,9.0692,0.5077,0,0,0,0,0,0,0,0,NA,NA,0.0864,NA,NA,NA,NA,0.017,0.0117,0.0201,0.0259,0,0.0029,0,1.26,2.85,1.93,"MOD-00024","2022-07-20T00:01:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731319",411.08,42.3315847,-71.083564,44.7,31.7,208,1.05,4761,4763,4762,12.65,25.21,28.58,2.5,3.65,2.86,44.7,"MOD-00024",31.7,"2022-07-20T00:01:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731267"
"3","2022-07-19T20:02:58",24,653.1,245.6,898.7,702.5,18.8,721.3,1626.6,10.6000000000001,1637.2,1642.6,10.3,1647.5,42.3315847,-71.083564,44.7,31.7,191.8,3.6,481,2.9,8.2,7.4,9.1032,0.5382,0,0,0,0,0,0,0,0,NA,NA,0.0621,NA,NA,NA,NA,0.0092,0.0325,0.0119,0.0058,0.003,0.0088,0,1.26,3.28,1.76,"MOD-00024","2022-07-20T00:02:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731320",980.86,42.3315847,-71.083564,44.7,31.7,191.8,3.6,4761,4763,4762,13.85,23.55,28.85,1.78,3.6,1.98,44.7,"MOD-00024",31.7,"2022-07-20T00:02:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731268"
"4","2022-07-19T20:03:58",24,654.8,205.8,860.6,702.8,18.2,721,1626.3,11.2,1637.5,1642.3,10.0999999999999,1647.6,42.3315847,-71.083564,44.8,31.6,218.1,1.24,569.75,4.2,12.8,10.1,8.9528,0.549,0,0,0,0,0,0,0,0,NA,NA,0.0697,NA,NA,NA,NA,0.0146,0.0321,0.0231,0.0232,0.0058,0.0029,0,1.27,3.28,2.08,"MOD-00024","2022-07-20T00:03:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731321",817.71,42.3315847,-71.083564,44.8,31.6,218.1,1.24,4761,4763,4762,12.83,24.96,28.27,2.1,3.58,2.5,44.8,"MOD-00024",31.6,"2022-07-20T00:03:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731269"
"5","2022-07-19T20:04:58",24,651,124.8,775.8,703.1,18.5,721.6,1626.5,10.8,1637.3,1642.5,10.3,1647.6,42.3315847,-71.083564,44.9,31.6,204.5,0.98,640,6.1,16.8,14.8,9.2282,0.5116,0,0,0,0,0,0,0,0,NA,NA,0.0702,NA,NA,NA,NA,0.0206,0.0117,0.0117,0.0146,0.0029,0.0058,0.0029,1.27,3.82,1.8,"MOD-00024","2022-07-20T00:04:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731626",485.13,42.3315847,-71.083564,44.9,31.6,204.5,0.98,4761,4763,4762,13.33,24.01,28.78,2.36,5.48,2.58,44.9,"MOD-00024",31.6,"2022-07-20T00:04:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731574"
"6","2022-07-19T20:05:58",24,650.8,110.3,761.1,702.6,18.4,721,1626.3,11.2,1637.5,1642.4,10.0999999999999,1647.6,42.3315847,-71.083564,44.9,31.6,200.5,1.5,612.125,5.2,14.6,12.8,8.8031,0.4496,0.0028,0,0,0,0,0,0,0,NA,NA,0.0929,NA,NA,NA,NA,0.0113,0.0169,0.0113,0.0141,0,0.0055,0,1.21,3.92,1.7,"MOD-00024","2022-07-20T00:05:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731627",425.61,42.3315847,-71.083564,44.9,31.6,200.5,1.5,4761,4763,4762,13.18,24.96,28.24,2.26,7.98,2.48,44.9,"MOD-00024",31.6,"2022-07-20T00:05:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731575"
"7","2022-07-19T20:06:58",24,648.7,107.7,756.4,702.4,19.1,721.5,1626.3,11.2,1637.5,1642.5,10.3,1647.8,42.3315847,-71.083564,45,31.5,214.3,2.44,449.75,2,7.6,6.6,8.4457,0.454,0.003,0,0,0,0,0,0,0,NA,NA,0.0914,NA,NA,NA,NA,0.0178,0.0176,0.0208,0.0237,0.003,0.006,0,1.19,4.65,1.94,"MOD-00024","2022-07-20T00:06:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731628",415.17,42.3315847,-71.083564,45,31.5,214.3,2.44,4761,4763,4762,15.75,24.95,28.74,1.66,8.21,2.02,45,"MOD-00024",31.5,"2022-07-20T00:06:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731577"
"8","2022-07-19T20:07:58",24,648,104.8,752.8,702.1,18.3,720.4,1626.4,11.0999999999999,1637.5,1642.7,10.3,1647.8,42.3315847,-71.083564,45.1,31.5,196.9,1.95,575,5.6,14,10.5,9.6555,0.5458,0,0,0,0,0,0,0,0,NA,NA,0.0856,NA,NA,NA,NA,0.0214,0.0062,0.0123,0.0154,0.003,0.0032,0,1.33,2.73,1.83,"MOD-00024","2022-07-20T00:07:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731629",403.19,42.3315847,-71.083564,45.1,31.5,196.9,1.95,4761,4763,4762,13.63,24.7,28.71,2.12,3.21,2.34,45.1,"MOD-00024",31.5,"2022-07-20T00:07:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731576"
"9","2022-07-19T20:08:58",24,649.3,99.7,749,702.7,18,720.7,1626.5,11,1637.5,1642.6,10.2,1647.7,42.3315847,-71.083564,45.2,31.5,195.4,1.42,641.75,6.9,18.1,14.8,8.6236,0.4727,0.0029,0,0,0,0,0,0,0,NA,NA,0.0513,NA,NA,NA,NA,0.0171,0.0169,0.0141,0.0143,0.003,0.0028,0,1.18,3.76,1.7,"MOD-00024","2022-07-20T00:08:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731630",382.18,42.3315847,-71.083564,45.2,31.5,195.4,1.42,4761,4763,4762,13.32,24.46,28.41,2.37,8.01,2.61,45.2,"MOD-00024",31.5,"2022-07-20T00:08:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731578"
"10","2022-07-19T20:09:58",24,648.6,97.6,746.2,702.2,18.3,720.5,1626.6,11.1000000000001,1637.7,1642.2,10.0999999999999,1647.8,42.3315847,-71.083564,45.3,31.5,208.5,1.42,637.625,5.9,17.9,15.6,8.9512,0.4926,0,0,0,0,0,0,0,0,NA,NA,0.0541,NA,NA,NA,NA,0.014,0.0115,0.0084,0.0168,0,0.0029,0.0056,1.21,3.87,1.68,"MOD-00024","2022-07-20T00:09:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731923",373.49,42.3315847,-71.083564,45.3,31.5,208.5,1.42,4761,4763,4762,15.55,24.7,28.1,2.35,6.38,2.56,45.3,"MOD-00024",31.5,"2022-07-20T00:09:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731871"
"11","2022-07-19T20:10:58",24,648.2,98.3,746.5,702.2,18,720.2,1626.2,11.3999999999999,1637.6,1642.6,10.5,1648.1,42.3315847,-71.083564,45.3,31.4,206.8,1.46,643.625,7.8,18.4,16.4,9.2022,0.4847,0,0,0,0,0,0,0,0,NA,NA,0.0711,NA,NA,NA,NA,0.0196,0.0283,0.0057,0.0085,0.0116,0.0057,0.0029,1.27,4.18,1.85,"MOD-00024","2022-07-20T00:10:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731924",376.67,42.3315847,-71.083564,45.3,31.4,206.8,1.46,4761,4763,4762,13.51,25.4,29.18,2.37,5.83,2.55,45.3,"MOD-00024",31.4,"2022-07-20T00:10:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731872"
"12","2022-07-19T20:11:58",24,647.1,97.1999999999999,744.3,701.7,17.9,719.6,1626.4,11.1999999999998,1637.6,1642.7,10.4000000000001,1648,42.3315847,-71.083564,45.4,31.4,214.4,1.09,613.25,4.8,16.6,14.8,8.5849,0.4946,0,0,0,0,0,0,0,0,NA,NA,0.0717,NA,NA,NA,NA,0.0143,0.0287,0.0171,0.0086,0.0085,0,0,1.2,2.45,1.77,"MOD-00024","2022-07-20T00:11:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/raw/9731925",372.08,42.3315847,-71.083564,45.4,31.4,214.4,1.09,4761,4763,4762,13.46,24.92,28.88,2.26,3.09,2.5,45.4,"MOD-00024",31.4,"2022-07-20T00:11:58","https://api.quant-aq.com/device-api/v1/devices/MOD-00024/data/9731873"
