"","timestamp_local","flag","lat...3","lon...4","rh...5","temp...6","bin0...7","bin1...8","bin2...9","bin3...10","bin4...11","bin5...12","pm1...13","pm10...14","pm25...15","bin0...16","bin1...17","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin2...28","bin20","bin21","bin22","bin23","bin3...33","bin4...34","bin5...35","bin6","bin7","bin8","bin9","pm1...40","pm10...41","pm25...42","rh...43","temp...44","sn.x","timestamp.x","url.x","lat...48","lon...49","rh...50","temp...51","pm1...52","pm10...53","pm25...54","pm1...55","pm10...56","pm25...57","sn.y","timestamp.y","url.y"
"1","2022-07-19T20:00:50",0,NA,NA,61.25,22.77,479.625,115.875,16.75,2.75,0,0,0.875,2.125,2.125,5.603,0.1736,0,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0,0.0095,0,0,0,0,0,0,0.7,0.73,0.72,0,0,"MOD-PM-00211","2022-07-20T00:00:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152813827",NA,NA,61.25,22.77,5730,5732,5731,2.424,2.425,2.425,"MOD-PM-00211","2022-07-20T00:00:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152813224"
"2","2022-07-19T20:01:50",0,NA,NA,61.24,22.77,296.25,74.625,28.5,4,0.75,0.75,0,2.375,1.5,5.7652,0.1287,0,0,0,0,0,0,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0.7,0.71,0.71,0,0,"MOD-PM-00211","2022-07-20T00:01:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152813829",NA,NA,61.24,22.77,5730,5732,5731,1.495,1.495,1.495,"MOD-PM-00211","2022-07-20T00:01:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152813226"
"3","2022-07-19T20:02:50",0,NA,NA,61.25,22.77,209.625,49.25,11.75,1.75,0,0,0,0.5,0.5,5.6443,0.1116,0,0,0,0,0,0,0,0,0,0,0.0138,0,0,0,0,0,0,0,0,0,0,0,0.68,0.69,0.69,0,0,"MOD-PM-00211","2022-07-20T00:02:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152813830",NA,NA,61.25,22.77,5730,5732,5731,1.058,1.058,1.058,"MOD-PM-00211","2022-07-20T00:02:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152813227"
"4","2022-07-19T20:03:50",0,NA,NA,61.24,22.77,199.125,61.75,13.875,0.25,0,0,0,0.5,0.5,5.5192,0.2094,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0.0048,0,0.0047,0,0,0,0,0.69,0.77,0.75,0,0,"MOD-PM-00211","2022-07-20T00:03:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152813831",NA,NA,61.24,22.77,5730,5732,5731,1.007,1.033,1.033,"MOD-PM-00211","2022-07-20T00:03:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152813228"
"5","2022-07-19T20:04:50",0,NA,NA,61.23,22.77,296.625,86.75,26.25,2.5,0,0,0.125,1.5,1.5,5.8096,0.152,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.0099,0,0.0049,0,0,0,0,0.71,0.8,0.78,0,0,"MOD-PM-00211","2022-07-20T00:04:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152813832",NA,NA,61.23,22.77,5730,5732,5731,1.501,1.528,1.528,"MOD-PM-00211","2022-07-20T00:04:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152813229"
"6","2022-07-19T20:05:50",0,NA,NA,61.2,22.76,307.125,78.25,12.5,3.25,0.75,0,0,1,0.625,6.1521,0.1584,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0.0051,0,0,0,0.74,0.91,0.82,0,0,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152815758",NA,NA,61.2,22.76,5730,5732,5731,1.55,1.647,1.592,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152815155"
"7","2022-07-19T20:05:50",0,NA,NA,61.2,22.76,307.125,78.25,12.5,3.25,0.75,0,0,1,0.625,6.1521,0.1584,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0.0051,0,0,0,0.74,0.91,0.82,0,0,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152815758",NA,NA,61.2,22.76,5730,5732,5731,1.55,1.647,1.592,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152815158"
"8","2022-07-19T20:05:50",0,NA,NA,61.2,22.76,307.125,78.25,12.5,3.25,0.75,0,0,1,0.625,6.1521,0.1584,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0.0051,0,0,0,0.74,0.91,0.82,0,0,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152815761",NA,NA,61.2,22.76,5730,5732,5731,1.55,1.647,1.592,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152815155"
"9","2022-07-19T20:05:50",0,NA,NA,61.2,22.76,307.125,78.25,12.5,3.25,0.75,0,0,1,0.625,6.1521,0.1584,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0.0051,0,0,0,0.74,0.91,0.82,0,0,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152815761",NA,NA,61.2,22.76,5730,5732,5731,1.55,1.647,1.592,"MOD-PM-00211","2022-07-20T00:05:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152815158"
"10","2022-07-19T20:06:50",0,NA,NA,61.2,22.77,174,42,8.625,0.25,0.25,0,0,0.5,0.375,5.6178,0.1382,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0.68,0.69,0.69,0,0,"MOD-PM-00211","2022-07-20T00:06:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/raw/152815759",NA,NA,61.2,22.77,5730,5732,5731,0.878,0.878,0.878,"MOD-PM-00211","2022-07-20T00:06:50","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00211/data/152815156"
