"flag","geo.lat","geo.lon","met.rh","met.temp","neph.bin0","neph.bin1","neph.bin2","neph.bin3","neph.bin4","neph.bin5","neph.pm1","neph.pm10","neph.pm25","opc.bin0","opc.bin1","opc.bin10","opc.bin11","opc.bin12","opc.bin13","opc.bin14","opc.bin15","opc.bin16","opc.bin17","opc.bin18","opc.bin19","opc.bin2","opc.bin20","opc.bin21","opc.bin22","opc.bin23","opc.bin3","opc.bin4","opc.bin5","opc.bin6","opc.bin7","opc.bin8","opc.bin9","opc.pm1","opc.pm10","opc.pm25","opc.rh","opc.temp","sn","timestamp","timestamp_local","url"
0, 42.326,-71.081,40.95,33.77,151.500, 42.375,  5.000,  1.250,  0.000,  0.000,  0.000,  0.000,  0.000, 3.5751, 0.1414, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0419, 0.0000, 0.0000, 0.0000, 0.0000, 0.0207, 0.0315, 0.0470, 0.0104, 0.0105, 0.0158, 0.0106, 0.5500, 7.4900, 1.6300, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:39:31","2022-07-19T11:39:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650886"
0, 42.326,-71.081,40.95,33.77,151.500, 42.375,  5.000,  1.250,  0.000,  0.000,  0.000,  0.000,  0.000, 3.5751, 0.1414, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0419, 0.0000, 0.0000, 0.0000, 0.0000, 0.0207, 0.0315, 0.0470, 0.0104, 0.0105, 0.0158, 0.0106, 0.5500, 7.4900, 1.6300, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:39:31","2022-07-19T11:39:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650885"
0, 42.326,-71.081,41.05,33.74,198.000, 60.500,  9.000,  1.250,  1.250,  1.250,  0.000,  1.125,  0.000, 2.7963, 0.1402, 0.0051, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0194, 0.0290, 0.0251, 0.0250, 0.0191, 0.0050, 0.0000, 0.4500, 5.9100, 1.4900, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:38:31","2022-07-19T11:38:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650878"
0, 42.326,-71.081,41.05,33.74,198.000, 60.500,  9.000,  1.250,  1.250,  1.250,  0.000,  1.125,  0.000, 2.7963, 0.1402, 0.0051, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0194, 0.0290, 0.0251, 0.0250, 0.0191, 0.0050, 0.0000, 0.4500, 5.9100, 1.4900, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:38:31","2022-07-19T11:38:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650877"
0, 42.326,-71.081,40.97,33.72,134.625, 35.250,  7.250,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 3.0319, 0.1226, 0.0051, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0505, 0.0000, 0.0000, 0.0000, 0.0000, 0.0103, 0.0156, 0.0254, 0.0257, 0.0205, 0.0208, 0.0000, 0.4500, 8.2400, 1.6100, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:37:31","2022-07-19T11:37:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650865"
0, 42.326,-71.081,40.97,33.72,134.625, 35.250,  7.250,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 3.0319, 0.1226, 0.0051, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0505, 0.0000, 0.0000, 0.0000, 0.0000, 0.0103, 0.0156, 0.0254, 0.0257, 0.0205, 0.0208, 0.0000, 0.4500, 8.2400, 1.6100, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:37:31","2022-07-19T11:37:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650863"
0, 42.326,-71.081,40.92,33.73,187.125, 45.250,  2.250,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 3.2241, 0.1849, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0749, 0.0000, 0.0000, 0.0000, 0.0000, 0.0153, 0.0678, 0.0423, 0.0373, 0.0159, 0.0054, 0.0053, 0.5700, 5.8600, 2.0600, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:36:31","2022-07-19T11:36:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650859"
0, 42.326,-71.081,40.92,33.73,187.125, 45.250,  2.250,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 3.2241, 0.1849, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0749, 0.0000, 0.0000, 0.0000, 0.0000, 0.0153, 0.0678, 0.0423, 0.0373, 0.0159, 0.0054, 0.0053, 0.5700, 5.8600, 2.0600, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:36:31","2022-07-19T11:36:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650858"
0, 42.326,-71.081,40.61,33.74,118.875, 34.625,  4.250,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 3.4964, 0.1574, 0.0000, 0.0054, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0539, 0.0000, 0.0000, 0.0000, 0.0000, 0.0273, 0.0160, 0.0054, 0.0216, 0.0109, 0.0163, 0.0109, 0.5200,10.6700, 1.3500, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:35:31","2022-07-19T11:35:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650839"
0, 42.326,-71.081,40.61,33.74,118.875, 34.625,  4.250,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 3.4964, 0.1574, 0.0000, 0.0054, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0539, 0.0000, 0.0000, 0.0000, 0.0000, 0.0273, 0.0160, 0.0054, 0.0216, 0.0109, 0.0163, 0.0109, 0.5200,10.6700, 1.3500, 0.0000, 0.0000,"MOD-PM-00212","2022-07-19T15:35:31","2022-07-19T11:35:31","https://api.quant-aq.com/device-api/v1/devices/MOD-PM-00212/data/raw/152650838"
